STUSPS	NAME	INTPTLONG	INTPTLAT
AZ	Parker town	-114.226424	34.042332
AZ	Patagonia town	-110.745463	31.544744
AZ	Payson town	-111.31881	34.243905
AZ	Peoria city	-112.3111	33.787708
AZ	Phoenix city	-112.087966	33.572163
AZ	Pima town	-109.843426	32.89308
AZ	Pinetop-Lakeside town	-109.967487	34.151486
AZ	Prescott city	-112.448176	34.579376
AZ	Prescott Valley town	-112.315561	34.597689
AZ	Quartzsite town	-114.217504	33.666976
AZ	Queen Creek town	-111.640283	33.241183
AZ	Safford city	-109.701233	32.832106
AZ	Sahuarita town	-110.965154	31.931894
AZ	St. Johns city	-109.376903	34.500065
AZ	San Luis city	-114.724142	32.486434
AZ	Scottsdale city	-111.823682	33.668727
AZ	Sedona city	-111.794933	34.857324
AZ	Show Low city	-110.031123	34.236815
AZ	Sierra Vista city	-110.314508	31.56541
AZ	Snowflake town	-110.089988	34.518972
AZ	Somerton city	-114.702095	32.607768
AZ	South Tucson city	-110.969092	32.195459
AZ	Springerville town	-109.29674	34.15423
AZ	Star Valley town	-111.221115	34.254201
AZ	Superior town	-111.1103	33.285147
AZ	Surprise city	-112.452674	33.670612
AZ	Taylor town	-110.098534	34.442748
AZ	Tempe city	-111.931782	33.388414
AZ	Thatcher town	-109.743179	32.849292
AZ	Tolleson city	-112.256184	33.448366
AZ	Tombstone city	-110.062431	31.718474
AZ	Tucson city	-110.871062	32.154289
AZ	Wellton town	-114.214001	32.639995
AZ	Wickenburg town	-112.752672	33.970393
AZ	Willcox city	-109.835734	32.251646
AZ	Williams city	-112.183086	35.248274
AZ	Winkelman town	-110.761533	32.98154
AZ	Winslow city	-110.709299	35.025017
AZ	Youngtown town	-112.304916	33.584969
AZ	Yuma city	-114.521811	32.516261
AR	Adona city	-92.899059	35.040021
AR	Alexander city	-92.451556	34.618263
AR	Alicia town	-91.083164	35.89441
AR	Allport town	-91.783748	34.539738
AR	Alma city	-94.232325	35.478669
AR	Almyra town	-91.410729	34.40568
AR	Alpena town	-93.303384	36.291896
AR	Altheimer city	-91.849513	34.325263
AR	Altus city	-93.76393	35.446132
AR	Amagon town	-91.109424	35.563185
AR	Amity city	-93.463221	34.266257
AR	Anthonyville town	-90.340499	35.039682
AR	Antoine town	-93.421297	34.034583
AR	Arkadelphia city	-93.072607	34.124086
AR	Arkansas City city	-91.204959	33.608884
AR	Ashdown city	-94.126029	33.674515
AR	Ash Flat city	-91.607226	36.23643
AR	Atkins city	-92.949787	35.240849
AR	Aubrey town	-90.898069	34.719723
AR	Augusta city	-91.361582	35.285505
AR	Austin city	-91.989208	35.007272
AR	Avoca town	-94.066438	36.393764
AR	Bald Knob city	-91.571269	35.311578
AR	Banks town	-92.267094	33.575881
AR	Barling city	-94.283571	35.328558
AR	Bassett town	-90.129303	35.535807
AR	Batesville city	-91.627673	35.765582
AR	Bauxite town	-92.499704	34.559705
AR	Bay city	-90.552128	35.746046
AR	Bearden city	-92.618453	33.727935
AR	Beaver town	-93.772886	36.47628
AR	Beebe city	-91.901059	35.072433
AR	Beedeville town	-91.114362	35.425279
AR	Bella Vista town	-94.268742	36.469142
AR	Bellefonte town	-93.04788	36.199738
AR	Belleville city	-93.445478	35.091548
AR	Ben Lomond town	-94.121611	33.826826
AR	Benton city	-92.572583	34.577424
AR	Bentonville city	-94.229132	36.358797
AR	Bergman town	-93.011221	36.312786
AR	Berryville city	-93.570473	36.371374
AR	Bethel Heights city	-94.116319	36.220085
AR	Bigelow town	-92.631107	34.998163
AR	Big Flat town	-92.410797	36.006653
AR	Biggers town	-90.805867	36.331473
AR	Birdsong town	-90.261527	35.459451
AR	Black Oak town	-90.3677	35.83661
AR	Black Rock city	-91.107475	36.106217
AR	Black Springs town	-93.71174	34.45915
AR	Blevins city	-93.577436	33.871223
AR	Blue Eye town	-93.397352	36.496449
AR	Blue Mountain town	-93.716741	35.131806
AR	Bluff City town	-93.124564	33.732599
AR	Blytheville city	-89.905004	35.932604
AR	Bodcaw town	-93.393036	33.563644
AR	Bonanza city	-94.416197	35.231876
AR	Bono city	-90.79706	35.908593
AR	Booneville city	-93.918654	35.139747
AR	Bradford city	-91.455711	35.422275
AR	Bradley city	-93.657054	33.099328
AR	Branch city	-93.95537	35.308303
AR	Briarcliff city	-92.281891	36.271924
AR	Brinkley city	-91.189567	34.890071
AR	Brookland city	-90.579543	35.905071
AR	Bryant city	-92.489422	34.617234
AR	Buckner city	-93.435556	33.357271
AR	Bull Shoals city	-92.591631	36.373473
AR	Burdette town	-89.935745	35.819105
AR	Cabot city	-92.026214	34.978711
AR	Caddo Valley town	-93.084749	34.180793
AR	Caldwell town	-90.809455	35.074794
AR	Cale town	-93.235816	33.628143
AR	Calico Rock city	-92.125285	36.122021
AR	Calion city	-92.540187	33.328406
AR	Camden city	-92.849064	33.567672
AR	Cammack Village city	-92.345032	34.780836
AR	Campbell Station city	-91.253827	35.66785
AR	Caraway city	-90.322107	35.759228
AR	Carlisle city	-91.740502	34.795352
AR	Carthage city	-92.5555	34.072548
AR	Casa town	-93.044851	35.02487
AR	Cash town	-90.932071	35.80087
AR	Caulksville town	-93.867806	35.301849
AR	Cave City city	-91.547294	35.948431
AR	Cave Springs city	-94.221741	36.27184
AR	Cedarville city	-94.362006	35.583155
AR	Centerton city	-94.29602	36.357023
AR	Central City town	-94.238041	35.336381
AR	Charleston city	-94.044882	35.295746
AR	Cherokee Village city	-91.570939	36.292143
AR	Cherry Valley city	-90.754503	35.402027
AR	Chester town	-94.177468	35.677667
AR	Chidester city	-93.023945	33.701486
AR	Clarendon city	-91.306116	34.694721
AR	Clarkedale city	-90.210435	35.297316
AR	Clarksville city	-93.481558	35.453918
AR	Clinton city	-92.455744	35.578581
AR	Coal Hill city	-93.666441	35.436925
AR	College City city	-90.940034	36.12535
AR	Colt city	-90.812869	35.1328
AR	Concord town	-91.841476	35.658032
AR	Conway city	-92.467072	35.074323
AR	Corinth town	-93.420089	35.069509
AR	Corning city	-90.585931	36.410803
AR	Cotter city	-92.521047	36.281833
AR	Cotton Plant city	-91.252034	35.006074
AR	Cove town	-94.425528	34.439045
AR	Coy town	-91.871089	34.540498
AR	Crawfordsville town	-90.324446	35.226614
AR	Crossett city	-91.963494	33.128853
AR	Cushman city	-91.779189	35.865276
AR	Daisy town	-93.739193	34.235924
AR	Damascus town	-92.410453	35.367114
AR	Danville city	-93.390403	35.05277
AR	Dardanelle city	-93.165909	35.226305
AR	Datto town	-90.728222	36.393214
AR	Decatur city	-94.453875	36.339874
AR	Delaplaine town	-90.725716	36.230506
AR	Delight city	-93.505345	34.029463
AR	Dell town	-90.026268	35.859139
AR	Denning town	-93.756804	35.425137
AR	De Queen city	-94.342133	34.042245
AR	Dermott city	-91.432065	33.526769
AR	Des Arc city	-91.506592	34.976628
AR	De Valls Bluff city	-91.461063	34.785866
AR	DeWitt city	-91.338308	34.287357
AR	Diamond City city	-92.91275	36.458421
AR	Diaz city	-91.258933	35.648773
AR	Dierks city	-94.018836	34.120662
AR	Donaldson town	-92.918641	34.234145
AR	Dover city	-93.114293	35.391271
AR	Dumas city	-91.486337	33.88479
AR	Dyer city	-94.137777	35.494697
AR	Dyess town	-90.213333	35.589377
AR	Earle city	-90.464269	35.273439
AR	East Camden town	-92.742087	33.608596
AR	Edmondson town	-90.305117	35.104535
AR	Egypt town	-90.946034	35.867942
AR	Elaine city	-90.853346	34.308574
AR	El Dorado city	-92.664202	33.217742
AR	Elkins city	-94.019386	36.015749
AR	Elm Springs city	-94.218077	36.202683
AR	Emerson town	-93.19588	33.097284
AR	Emmet city	-93.466156	33.722539
AR	England city	-91.969014	34.546104
AR	Enola town	-92.206572	35.195941
AR	Etowah town	-90.230772	35.715734
AR	Eudora city	-91.263992	33.119125
AR	Eureka Springs city	-93.744904	36.410774
AR	Evening Shade city	-91.622128	36.070285
AR	Everton town	-92.909477	36.15418
AR	Fairfield Bay city	-92.266208	35.601101
AR	Fargo town	-91.176751	34.953467
AR	Farmington city	-94.252466	36.036582
AR	Fayetteville city	-94.16654	36.071561
AR	Felsenthal town	-92.149031	33.060828
AR	Fifty-Six city	-92.232837	35.963128
AR	Fisher city	-90.972621	35.491302
AR	Flippin city	-92.592734	36.277448
AR	Fordyce city	-92.417566	33.818117
AR	Foreman city	-94.397639	33.719445
AR	Forrest City city	-90.787429	35.010079
AR	Fort Smith city	-94.370883	35.349276
AR	Fouke city	-93.886433	33.261141
AR	Fountain Hill town	-91.851096	33.357652
AR	Fountain Lake town	-92.919727	34.614003
AR	Fourche town	-92.618944	34.993128
AR	Franklin town	-91.780638	36.176562
AR	Fredonia (Biscoe) town	-91.410421	34.818837
AR	Friendship town	-93.003481	34.224529
AR	Fulton town	-93.814123	33.612314
AR	Garfield town	-93.975521	36.45632
AR	Garland town	-93.714162	33.360849
AR	Garner town	-91.778855	35.142758
AR	Gassville city	-92.486717	36.28493
AR	Gateway town	-93.936833	36.487082
AR	Gentry city	-94.490464	36.258549
AR	Georgetown town	-91.453502	35.126442
AR	Gilbert town	-92.717238	35.990535
AR	Gillett city	-91.379133	34.119172
AR	Gillham town	-94.312977	34.168628
AR	Gilmore city	-90.277871	35.411586
AR	Glenwood city	-93.528896	34.327446
AR	Goshen town	-94.001579	36.102458
AR	Gosnell city	-89.968457	35.964745
AR	Gould city	-91.564061	33.98714
AR	Grady city	-91.698139	34.078963
AR	Grannis city	-94.321675	34.240208
AR	Gravette city	-94.446383	36.419093
AR	Greenbrier city	-92.383444	35.228821
AR	Green Forest city	-93.427969	36.334389
AR	Greenland city	-94.184801	36.004698
AR	Greenway city	-90.222183	36.340975
AR	Greenwood city	-94.238007	35.211389
AR	Greers Ferry city	-92.169489	35.567636
AR	Griffithville town	-91.645719	35.12447
AR	Grubbs city	-91.07522	35.654115
AR	Guion town	-91.938513	35.927104
AR	Gum Springs town	-93.09556	34.064095
AR	Gurdon city	-93.155548	33.913697
AR	Guy city	-92.342978	35.327908
AR	Hackett city	-94.411532	35.187832
AR	Hamburg city	-91.79739	33.224995
AR	Hampton city	-92.466023	33.536239
AR	Hardy city	-91.480005	36.319302
AR	Harrell town	-92.401072	33.510123
AR	Harrisburg city	-90.721341	35.562276
AR	Harrison city	-93.119826	36.242183
AR	Hartford city	-94.379407	35.023433
AR	Hartman city	-93.622423	35.437186
AR	Haskell city	-92.641861	34.509238
AR	Hatfield town	-94.379911	34.484507
AR	Havana city	-93.526128	35.110056
AR	Haynes town	-90.792662	34.890933
AR	Hazen city	-91.570183	34.779817
AR	Heber Springs city	-92.0333	35.500504
AR	Hector town	-92.97913	35.462913
AR	Helena-West Helena city	-90.62057	34.533548
AR	Hermitage town	-92.171628	33.447964
AR	Hickory Ridge city	-90.99433	35.402628
AR	Higden town	-92.20518	35.566406
AR	Higginson town	-91.714369	35.195619
AR	Highfill town	-94.323519	36.27552
AR	Highland city	-91.520417	36.268616
AR	Hindsville town	-93.860097	36.146466
AR	Holland city	-92.277821	35.165748
AR	Holly Grove city	-91.200272	34.601503
AR	Hope city	-93.591163	33.667612
AR	Horatio city	-94.356646	33.941299
AR	Horseshoe Bend city	-91.738324	36.218726
AR	Horseshoe Lake town	-90.307599	34.913629
AR	Hot Springs city	-93.050809	34.491992
AR	Houston town	-92.694591	35.034952
AR	Hoxie city	-90.973546	36.0365
AR	Hughes city	-90.468847	34.949663
AR	Humnoke city	-91.759994	34.542308
AR	Humphrey city	-91.702259	34.422812
AR	Hunter town	-91.122858	35.05456
AR	Huntington city	-94.266273	35.081835
AR	Huntsville city	-93.735333	36.092507
AR	Huttig city	-92.179824	33.040517
AR	Imboden town	-91.180763	36.201939
AR	Jacksonport town	-91.30802	35.641833
AR	Jacksonville city	-92.132186	34.878455
AR	Jasper city	-93.185469	36.0105
AR	Jennette town	-90.407868	35.164874
AR	Jericho town	-90.229272	35.285781
AR	Jerome town	-91.470406	33.397915
AR	Johnson city	-94.173915	36.125356
AR	Joiner city	-90.150088	35.5059
AR	Jonesboro city	-90.67905	35.819733
AR	Judsonia city	-91.641614	35.276431
AR	Junction City city	-92.723662	33.022124
AR	Keiser city	-90.095544	35.674001
AR	Kensett city	-91.670362	35.236006
AR	Keo town	-92.011483	34.609273
AR	Kibler city	-94.236704	35.426653
AR	Kingsland city	-92.298147	33.858099
AR	Knobel city	-90.602456	36.319923
AR	Knoxville town	-93.361766	35.377565
AR	Lafe town	-90.504376	36.209181
AR	LaGrange town	-90.733886	34.655672
AR	Lake City city	-90.453937	35.819388
AR	Lakeview city	-92.538831	36.37405
AR	Lake View city	-90.813333	34.421156
AR	Lake Village city	-91.285211	33.329016
AR	Lamar city	-93.394887	35.444436
AR	Lavaca city	-94.182862	35.330258
AR	Leachville city	-90.253834	35.922995
AR	Lead Hill town	-92.906974	36.414759
AR	Leola town	-92.591386	34.170133
AR	Lepanto city	-90.333336	35.608101
AR	Leslie city	-92.555961	35.829508
AR	Letona town	-91.829459	35.363567
AR	Lewisville city	-93.583971	33.360132
AR	Lexa town	-90.752233	34.598585
AR	Lincoln city	-94.417468	35.948834
AR	Little Flock city	-94.136766	36.386245
AR	Little Rock city	-92.358556	34.725432
AR	Lockesburg city	-94.179948	33.972995
AR	London city	-93.243595	35.325621
AR	Lonoke city	-91.907367	34.790792
AR	Lonsdale town	-92.810428	34.544811
AR	Louann town	-92.79209	33.391584
AR	Lowell city	-94.153356	36.255855
AR	Luxora city	-89.929712	35.75824
AR	Lynn town	-91.251751	36.004438
AR	McCaskill town	-93.636504	33.91988
AR	McCrory city	-91.197059	35.257432
AR	McDougal town	-90.390712	36.43655
AR	McGehee city	-91.395599	33.627949
AR	McNab town	-93.831793	33.661414
AR	McNeil city	-93.20853	33.348248
AR	McRae city	-91.826242	35.113714
AR	Madison city	-90.730354	35.019099
AR	Magazine city	-93.806363	35.153617
AR	Magness town	-91.482351	35.703246
AR	Magnet Cove town	-92.837488	34.438325
AR	Magnolia city	-93.226247	33.276698
AR	Malvern city	-92.819838	34.369633
AR	Mammoth Spring city	-91.541067	36.49241
AR	Manila city	-90.164175	35.884495
AR	Mansfield city	-94.234249	35.063905
AR	Marianna city	-90.767424	34.773682
AR	Marie town	-90.083482	35.613188
AR	Marion city	-90.204437	35.202096
AR	Marked Tree city	-90.426795	35.527817
AR	Marmaduke city	-90.385694	36.189439
AR	Marshall city	-92.647355	35.907313
AR	Marvell city	-90.915253	34.556323
AR	Maumelle city	-92.399995	34.852344
AR	Mayflower city	-92.419355	34.980324
AR	Maynard town	-90.902549	36.422276
AR	Melbourne city	-91.902107	36.060979
AR	Mena city	-94.237096	34.580834
AR	Menifee town	-92.546475	35.148476
AR	Midland town	-94.35235	35.093233
AR	Midway town	-92.973481	34.249821
AR	Mineral Springs city	-93.921439	33.876267
AR	Minturn town	-91.027562	35.975787
AR	Mitchellville city	-91.498394	33.905069
AR	Monette city	-90.343106	35.893433
AR	Monticello city	-91.793712	33.624768
AR	Montrose city	-91.496867	33.298545
AR	Moorefield town	-91.570706	35.767171
AR	Moro town	-90.988	34.792129
AR	Morrilton city	-92.738933	35.155456
AR	Morrison Bluff town	-93.518836	35.381953
AR	Mountainburg city	-94.168083	35.636005
AR	Mountain Home city	-92.384627	36.334499
AR	Mountain Pine city	-93.171493	34.569642
AR	Mountain View city	-92.102012	35.867917
AR	Mount Ida city	-93.629915	34.549105
AR	Mount Pleasant town	-91.777319	35.981353
AR	Mount Vernon town	-92.124065	35.223591
AR	Mulberry city	-94.074754	35.508517
AR	Murfreesboro city	-93.690435	34.064212
AR	Nashville city	-93.851669	33.940885
AR	Newark city	-91.443392	35.708405
AR	Newport city	-91.234721	35.6268
AR	Nimmons town	-90.095167	36.306241
AR	Norfork city	-92.275623	36.20893
AR	Norman town	-93.676598	34.459296
AR	Norphlet city	-92.662163	33.320043
AR	North Little Rock city	-92.234937	34.781873
AR	Oak Grove town	-93.430321	36.46375
AR	Oak Grove Heights town	-90.504207	36.12662
AR	Oakhaven town	-93.620675	33.729284
AR	Oden town	-93.783664	34.62316
AR	Ogden city	-94.044735	33.584152
AR	Oil Trough town	-91.461073	35.629415
AR	O'Kean town	-90.818286	36.171687
AR	Okolona town	-93.33761	34.000532
AR	Ola city	-93.224035	35.031448
AR	Omaha town	-93.189959	36.46167
AR	Oppelo city	-92.773566	35.100558
AR	Osceola city	-89.992933	35.694667
AR	Oxford city	-91.91937	36.209052
AR	Ozan town	-93.720824	33.846611
AR	Ozark city	-93.842801	35.49944
AR	Palestine city	-90.903698	34.967343
AR	Pangburn city	-91.838781	35.426087
AR	Paragould city	-90.514719	36.055651
AR	Paris city	-93.722611	35.289641
AR	Parkdale city	-91.546471	33.121168
AR	Parkin city	-90.553074	35.261077
AR	Patmos town	-93.566703	33.511335
AR	Patterson city	-91.235301	35.25912
AR	Peach Orchard city	-90.661117	36.28135
AR	Pea Ridge city	-94.120808	36.446651
AR	Perla town	-92.776365	34.364937
AR	Perry town	-92.793451	35.044755
AR	Perrytown town	-93.537212	33.69284
AR	Perryville city	-92.802848	35.012221
AR	Piggott city	-90.201527	36.385347
AR	Pindall town	-92.86185	36.06381
AR	Pine Bluff city	-92.017555	34.211591
AR	Pineville town	-92.10642	36.161111
AR	Plainview city	-93.298056	34.989845
AR	Pleasant Plains town	-91.628312	35.553768
AR	Plumerville city	-92.643059	35.159377
AR	Pocahontas city	-90.970231	36.263571
AR	Pollard city	-90.267464	36.430045
AR	Portia town	-91.071124	36.084886
AR	Portland city	-91.51113	33.237765
AR	Pottsville city	-93.061408	35.232242
AR	Powhatan town	-91.120734	36.084722
AR	Poyen town	-92.642019	34.324437
AR	Prairie Grove city	-94.303394	35.986081
AR	Prattsville town	-92.543146	34.318495
AR	Prescott city	-93.391207	33.80432
AR	Pyatt town	-92.840923	36.24968
AR	Quitman city	-92.214364	35.381854
AR	Ratcliff city	-93.888636	35.306946
AR	Ravenden town	-91.247489	36.239288
AR	Ravenden Springs town	-91.223266	36.312722
AR	Rector city	-90.293093	36.264476
AR	Redfield city	-92.183657	34.443376
AR	Reed town	-91.443801	33.702073
AR	Reyno city	-90.759102	36.360867
AR	Rison city	-92.193023	33.955971
AR	Rockport city	-92.80957	34.406872
AR	Roe town	-91.385884	34.631287
AR	Rogers city	-94.154618	36.315975
AR	Rondo town	-90.820884	34.657506
AR	Rose Bud town	-92.07726	35.324486
AR	Rosston town	-93.285356	33.589657
AR	Rudy town	-94.270343	35.527549
AR	Russell town	-91.509996	35.361978
AR	Russellville city	-93.138762	35.276382
AR	St. Charles town	-91.137954	34.373631
AR	St. Francis city	-90.142392	36.454989
AR	St. Joe town	-92.807824	36.027721
AR	St. Paul town	-93.767303	35.826802
AR	Salem city	-91.824574	36.37216
AR	Salesville city	-92.276531	36.240803
AR	Scranton city	-93.537892	35.360393
AR	Searcy city	-91.735223	35.241134
AR	Sedgwick town	-90.866603	35.975918
AR	Shannon Hills city	-92.40091	34.619527
AR	Sheridan city	-92.443045	34.321598
AR	Sherrill town	-91.951588	34.384618
AR	Sherwood city	-92.202259	34.845601
AR	Shirley town	-92.312947	35.642452
AR	Sidney town	-91.659361	36.005186
AR	Siloam Springs city	-94.532215	36.183663
AR	Smackover city	-92.731169	33.363981
AR	Smithville town	-91.30262	36.080413
AR	South Lead Hill town	-92.905564	36.394904
AR	Sparkman city	-92.849991	33.917295
AR	Springdale city	-94.15304	36.186549
AR	Springtown town	-94.423812	36.260285
AR	Stamps city	-93.497843	33.354931
AR	Star City city	-91.840238	33.940574
AR	Stephens city	-93.069637	33.421147
AR	Strawberry town	-91.320091	35.966615
AR	Strong city	-92.359857	33.107918
AR	Stuttgart city	-91.548357	34.495805
AR	Subiaco town	-93.639439	35.297367
AR	Success town	-90.723064	36.454413
AR	Sulphur Rock town	-91.500105	35.751623
AR	Sulphur Springs city	-94.460095	36.484076
AR	Summit city	-92.685642	36.253163
AR	Sunset town	-90.205995	35.224216
AR	Swifton city	-91.129689	35.82432
AR	Taylor city	-93.461802	33.099834
AR	Texarkana city	-93.987116	33.436343
AR	Thornton city	-92.487651	33.774876
AR	Tillar city	-91.45222	33.710917
AR	Tinsman town	-92.353333	33.629163
AR	Tollette town	-93.897051	33.818053
AR	Tontitown city	-94.241948	36.168393
AR	Traskwood city	-92.666438	34.452452
AR	Trumann city	-90.522965	35.676367
AR	Tuckerman city	-91.20161	35.724977
AR	Tull town	-92.585881	34.441214
AR	Tupelo town	-91.22993	35.390991
AR	Turrell city	-90.270289	35.374656
AR	Twin Groves town	-92.405561	35.329185
AR	Tyronza city	-90.35641	35.487277
AR	Ulm town	-91.461727	34.576285
AR	Valley Springs town	-92.98989	36.154027
AR	Van Buren city	-94.35301	35.446542
AR	Vandervoort town	-94.364919	34.379781
AR	Victoria town	-90.060122	35.757413
AR	Vilonia city	-92.215507	35.07872
AR	Viola town	-91.987009	36.39922
AR	Wabbaseka town	-91.79476	34.357527
AR	Waldenburg town	-90.934583	35.56525
AR	Waldo city	-93.294711	33.352813
AR	Waldron city	-94.092765	34.901055
AR	Walnut Ridge city	-90.946558	36.084261
AR	Ward city	-91.95738	35.013014
AR	Warren city	-92.067718	33.611829
AR	Washington city	-93.683447	33.773003
AR	Watson city	-91.257271	33.893851
AR	Weiner city	-90.905469	35.619764
